id,question,choice_0,choice_1,choice_2,choice_3,answer,gemma,gemma_conf,gemma_it,gemma_it_conf
52,"Una adolescente caminaba por una calle en una zona comercial. Llevaba un bolso y bolsas de compras. Un agente de policía la observó y, por una corazonada, realizó un registro aleatorio. Encontró una variedad de joyas con etiquetas de precio y sin recibos. El dueño de una joyería de las inmediaciones declaró que las joyas habían sido robadas unos minutos antes, y que la muchacha pudo haber sido clienta en ese momento. Fue arrestada por hurto. El abogado de la muchacha presentó una solicitud de exclusión de la prueba. ¿Es probable que el juez ordene la exclusión de la prueba?","Sí, no existía sospecha razonable ni causa probable para que el agente la detuviera y la registrara.","No, las autoridades siempre están autorizadas a detener y cachear a cualquier persona para ver qué lleva consigo.","No, el registro fue legal porque una adolescente que lleva bolsas por una calle céntrica es una persona sospechosa.","Sí, el agente no obtuvo una orden de registro a pesar de que tenía causa probable.",A,A,0.6334,A,0.987
53,"Un estudiante universitario es dueño de un costoso automóvil deportivo. Su amigo lo llamó una tarde y le pidió prestado el automóvil para una cita que tenía esa noche. El estudiante universitario, generosamente, le prestó el automóvil a su amigo. De regreso a casa después de la cita, absorto en los recuerdos de una hermosa velada, el amigo perdió el control del automóvil y atropelló a un peatón. Como resultado del accidente, y tras enterarse de que el amigo no tenía dinero ni seguro, el peatón demandó al estudiante universitario para obtener indemnización por sus lesiones. Formuló contra el estudiante universitario una pretensión por confiar negligentemente un vehículo a otra persona (negligent entrustment). Durante la presentación de su caso, el peatón introdujo prueba de que el amigo había tenido varios accidentes anteriores. En su defensa, el estudiante universitario ofreció el testimonio de su novia de que el estudiante universitario prestaba con frecuencia su automóvil a su amigo. La novia testificó además que el estudiante universitario dio permiso a su amigo para usar su automóvil solo después de determinar que el amigo era un conductor cuidadoso y atento. El testimonio de la novia es",admisible como prueba de hábito.,admisible como una impresión sensorial contemporánea (present sense impression).,"inadmisible, porque se refiere al carácter del estudiante universitario.","inadmisible, porque ella es parcial.",C,A,0.4234,B,0.6381
54,"Un ganadero poseía importantes intereses petroleros y mineros en el suroeste. En julio de 1990, el ganadero adquirió el título de un terreno de 200 acres en una zona rural. En 1997, el ganadero transmitió el terreno de 200 acres por una contraprestación de un dólar, cuya recepción quedó reconocida, ""a mi tío, sus herederos y cesionarios, pero si la esposa de mi tío muere sin descendencia, a mi asistente personal y sus herederos y cesionarios"". Después de tomar posesión del terreno de 200 acres, el tío descubrió considerables reservas de petróleo en la propiedad. Entonces inició operaciones de perforación petrolera y extrajo grandes cantidades de petróleo, que vendió. En ningún momento notificó a la asistente personal sus actividades de perforación petrolera. Pasaron meses antes de que la asistente personal se enterara de que el tío estaba vendiendo petróleo procedente de las operaciones de perforación. La asistente personal ha interpuesto ahora una acción en equidad para obtener una rendición de cuentas del valor del petróleo extraído y una orden judicial que prohíba cualquier extracción adicional de petróleo. Si la decisión es favorable al tío, se basará en el hecho de que",el derecho a extraer petróleo es un atributo inherente a un dominio pleno resoluble (defeasible fee simple).,la asistente personal no tiene ningún interés en el terreno de 200 acres.,no se demostró que el tío actuara de mala fe.,el derecho a extraer petróleo es un atributo inherente al derecho de posesión.,A,D,0.4552,A,0.8699
55,"En la jurisdicción local está en vigor una ley de negligencia comparativa modificada que dispone: ""La negligencia concurrente de la víctima no impedirá la indemnización en ninguna acción entablada por una persona o su representante legal para obtener el resarcimiento de daños por negligencia que resulte en muerte o en lesión a la persona o a la propiedad, si dicha negligencia no fue tan grande como la negligencia de la persona contra quien se pretende la indemnización, pero toda indemnización concedida se reducirá en proporción al grado de negligencia atribuible a la persona por cuya lesión, daño o muerte se otorga la indemnización"". Además, esta jurisdicción sigue la regla de la responsabilidad solidaria (joint and several liability) para los coautores de un ilícito civil. Un comprador adquirió recientemente un lote sin urbanizar frente a la playa en la jurisdicción. Contrató a un contratista de construcción para construir una casa nueva en la propiedad. Posteriormente, el contratista empleó a un subcontratista para el mantenimiento en el sitio. El contratista contrató con una empresa cementera el suministro de concreto para los cimientos de la estructura. Después de iniciada la excavación, un empleado de la empresa cementera entregó una carga de concreto en el sitio de construcción. Para facilitar la entrega, el contratista y el subcontratista habían construido una rampa de acceso que se extendía desde la calle hasta el lote. Cuando el empleado conducía sobre la rampa, esta se derrumbó repentinamente e hizo que el camión volcara, lesionando gravemente al empleado. Una investigación posterior determinó que el contratista y el subcontratista utilizaron negligentemente materiales de calidad inferior en la construcción de la rampa. Además, el empleado fue parcialmente culpable por conducir en estado de ebriedad. El empleado demandó al contratista y al subcontratista para obtener indemnización por sus lesiones. Se celebró un juicio especial sobre la cuestión de la negligencia, y se determinó que cada parte incurrió en negligencia concurrente en los siguientes grados: PARTE — GRADO DE NEGLIGENCIA. Demandante (el empleado): 40%. Demandado (el contratista): 35%. Demandado (el subcontratista): 25%. El empleado, que sufrió daños por la suma de $100,000, entabla una acción por lesiones personales contra el contratista individualmente. Lo más probable es que","no obtenga nada, porque su culpa fue mayor que la del contratista.","obtenga $100,000.","obtenga $55,000.","obtenga $35,000.",A,C,0.3825,C,0.7698
56,"Un grupo de defensa del consumidor presentó ante la legislatura estatal peticiones con las firmas de más de 10,000 residentes del estado quejándose de los recientes aumentos en el costo de la televisión por cable. Una corporación que presta servicios de televisión por cable persuadió con éxito a la legislatura estatal de que le otorgara el derecho exclusivo de instalar líneas de televisión por cable en todas las viviendas multifamiliares del estado, a cambio de la promesa de la corporación de congelar las tarifas de la televisión por cable durante los siguientes cuatro años. El propietario de varios grandes edificios de apartamentos multifamiliares en el estado interpuso una acción ante un tribunal federal de distrito impugnando la constitucionalidad de la legislación estatal. La demanda alegaba que el espacio utilizado por la corporación cuando posteriormente instaló líneas de televisión por cable en uno de sus edificios de apartamentos constituía una expropiación (taking) sin indemnización. En esta acción, al propietario se le otorgará","ningún remedio, porque se presume que las servidumbres para líneas de servicios públicos son beneficiosas para el predio sirviente.","ningún remedio, porque la legislación es una mera regulación del uso de la propiedad y no una expropiación.","ningún remedio, porque la corporación no es una entidad gubernamental.",una indemnización por el valor de la propiedad utilizada por la corporación.,D,D,0.7464,D,0.9675
57,"En una acción por negligencia profesional (malpractice), un demandante demandó a un médico, alegando que este no diagnosticó debidamente su enfisema. El demandante sostiene que acudió al médico para un examen médico después de experimentar dolores en el pecho y dificultad para respirar. Sin embargo, el médico no encontró evidencia de la enfermedad y le indicó que probablemente padecía indigestión. Posteriormente, el demandante fue examinado por otro médico, quien descubrió que el demandante en realidad padecía un caso crónico de enfisema. En el juicio, el demandante llama al otro médico como su primer testigo. El otro médico se propone testificar que las radiografías de los pulmones del demandante mostraban que sus órganos respiratorios presentaban una distensión característica del enfisema. Ante la objeción del abogado del demandado, el testimonio debe ser","admitido, porque un médico está debidamente calificado como perito en cuestiones médicas.","admitido, porque el otro médico siguió la práctica médica aceptada para llegar a su opinión.","excluido, porque su opinión se basa en hechos que no constan en la prueba.","excluido, porque las radiografías son la mejor prueba (best evidence) para mostrar la distensión de los pulmones del demandante.",D,A,0.3424,A,0.6954
58,"Una ley estatal exigía que los edificios escolares públicos vacantes se vendieran en subasta al mejor postor. Una iglesia de una ciudad situada en el estado quería adquirir instalaciones más grandes para su escuela. La junta escolar de la ciudad propuso una nueva ley estatal que la autorizaría a vender un edificio escolar público vacante, a un precio inferior a su valor justo de mercado, a la iglesia para su uso como escuela. De promulgarse, ¿sería constitucional esta ley?","No, porque una ley que autorizara específicamente la venta del edificio sin licitación competitiva violaría la cláusula de igual protección de la Decimocuarta Enmienda.","No, porque la transferencia del edificio a la iglesia en estas circunstancias constituiría un establecimiento de religión prohibido por la Primera y la Decimocuarta Enmiendas.","Sí, porque los bienes públicos excedentes no están sujetos a las limitaciones impuestas por la cláusula de establecimiento de religión (Establishment Clause) tal como se incorpora en la Decimocuarta Enmienda.","Sí, porque la ley no apoyaría de manera primordial o sustancial las actividades religiosas de la iglesia.",B,A,0.431,D,0.6361
59,"A la 1:00 a. m. de una noche, dos agentes de policía pasaban en su vehículo frente a una taberna cuando vieron a un hombre vomitando afuera. Detuvieron su patrulla y se acercaron caminando al hombre, a quien reconocieron como un alborotador del pueblo vecino. Al darse cuenta de que el hombre estaba extremadamente ebrio, lo agarraron y lo metieron a empujones en su patrulla. Condujeron al hombre en el vehículo policial durante unos minutos y le dijeron que tenía dos opciones: o lo llevaban a la cárcel por esa noche, o lo llevaban hasta los límites de la ciudad y lo dejaban allí. El hombre indicó que no quería ir a la cárcel. Uno de los agentes dijo entonces: ""¿Eso significa que quiere que lo dejemos en los límites de la ciudad?"". El hombre respondió: ""Sí"". Entonces lo llevaron hasta los límites de la ciudad y lo dejaron junto a una carretera muy transitada. Momentos después, el hombre caminó tambaleándose hacia la calzada y fue atropellado por un automóvil conducido por un automovilista. Sufrió múltiples lesiones. Si el hombre formula una reclamación contra el departamento de policía basada en negligencia, lo más probable es que","obtenga indemnización, porque la policía debió haberse dado cuenta de que era peligroso dejarlo donde lo dejaron.","obtenga indemnización, porque la policía sabía que el hombre estaba ebrio cuando lo dejaron.","no obtenga indemnización, porque el hombre eligió que lo llevaran a los límites de la ciudad.","no obtenga indemnización, porque el acto del automovilista fue una causa sobreviniente de su lesión.",A,A,0.4733,A,0.9555
60,"Un banco prestó a una compañía $1,500,000 para la fabricación de un sistema de control de dispositivos (widgets). Como condición del préstamo, una accionista mayoritaria de la compañía aceptó por escrito garantizar personalmente el préstamo. Posteriormente, la compañía incumplió el pago del préstamo y celebró un acuerdo de reembolso con el banco. Este acuerdo disponía que el banco ""emplearía los máximos esfuerzos para vender los activos de la compañía al precio más alto posible"". El banco procedió a vender los activos de la compañía, extinguiendo la deuda de la compañía de dispositivos. Más tarde se determinó que el banco no obtuvo el ""precio más alto posible"" al administrar la venta de los activos de la compañía. En consecuencia, la accionista se vio forzada a la quiebra y perdió toda su inversión en la compañía. La accionista interpone una acción apropiada contra el banco para recuperar su inversión en la compañía. Lo más probable es que ella","no prevalezca, porque la accionista era una beneficiaria incidental (incidental beneficiary) de la venta de los activos de la compañía por parte del banco.","no prevalezca, porque la venta de los activos de la compañía por parte del banco extinguió cualquier relación contractual que existiera entre la accionista y el banco.","prevalezca, porque el banco no obtuvo el precio más alto posible en la venta de los activos de la compañía.","prevalezca, porque el banco incumplió su deber fiduciario hacia la accionista conforme a los términos del contrato entre el banco y la compañía.",A,C,0.577,D,0.8699
61,"Creyendo que estaba embarazada, una mujer acudió a un médico, un ginecólogo con licencia, porque quería un aborto. El médico la examinó y determinó que no estaba embarazada, pero decidió decirle que sí lo estaba, a fin de ganar sus honorarios de $500. Tras recibir los $500, el médico procedió a hacer que la mujer fuera ingresada en un hospital, informando falsamente a las autoridades del hospital que ella tenía un tumor benigno en el útero, el cual él iba a extirpar. Realizó todos los procedimientos quirúrgicos propios de un aborto en condiciones higiénicas adecuadas, pero la mujer comenzó a sufrir una hemorragia y murió. El médico debería ser declarado culpable de",asesinato y hurto mediante engaño (larceny by trick).,homicidio culposo (manslaughter) y estafa mediante falsas apariencias (false pretenses).,agresión y hurto mediante engaño (larceny by trick).,"asesinato, agresión y estafa mediante falsas apariencias (false pretenses).",B,D,0.3678,D,0.7042
62,¿En cuál de las siguientes situaciones generalmente no se aplica la regla de la mejor evidencia (best evidence rule)?,Cuestiones colaterales,Registros públicos,Cuando no se ofrece para probar el contenido del documento,Todas las anteriores.,D,D,0.4931,B,0.4091
63,"Un propietario acordó vender una de sus parcelas inmobiliarias a un vecino. Redactó un acuerdo de compraventa con un precio de venta de $200,000 y firmó el documento. El vecino lo tomó y regresó con un cheque bancario por el monto total, exigiendo que se le entregara la escritura. El propietario decidió entonces que los términos no eran razonables, devolvió el dinero y se negó a entregar la escritura. El vecino demandó exigiendo el cumplimiento específico (specific performance). El propietario se defendió alegando que el vecino no aceptó los términos del acuerdo y no firmó el documento. El vecino demandó el cumplimiento específico de la transacción. ¿Es probable que el tribunal falle a favor del vecino?","No, porque el vecino no declaró expresamente que aceptaba el acuerdo.","No, porque el vecino tenía que estampar su firma en el documento para que fuera un contrato vinculante.","Sí, porque el vecino manifestó su consentimiento mediante su conducta de ofrecer el precio total de venta, momento en el cual existió un contrato.","Sí, porque el propietario creó un contrato vinculante cuando preparó un acuerdo que contenía los términos convenidos.",C,C,0.5726,C,0.9544
64,"Un cliente tiene un derecho de propiedad (estate) que dice: ""Para A a condición de que, si alguna vez se consumen drogas en el inmueble, B tendrá el derecho de reingresar y retomar el inmueble"". ¿Qué NO es cierto acerca de este tipo de derecho de propiedad?","Es un dominio pleno determinable (fee simple determinable), y el título termina automáticamente si se consumen drogas.","Es un dominio pleno sujeto a condición resolutoria (fee simple subject to condition subsequent), que requiere primero un reingreso antes de que el título pueda terminar.",El derecho de propiedad no revierte automáticamente.,El otorgante debe ejercer el derecho de reingreso.,A,A,0.4406,B,0.909
65,"Un niño era uno de los jugadores de un equipo infantil de béisbol de las ligas menores. El padre del niño odiaba al entrenador porque rara vez le daba a su hijo tiempo de juego. El niño era mayormente suplente y jugaba solo una o dos entradas por partido. Una noche, el padre se escondió detrás de unos arbustos frente a la casa del entrenador. Armado con un bate de béisbol, el padre tenía la intención de romperle las rótulas al entrenador cuando llegara a casa del trabajo. Un hombre que se parecía al entrenador venía caminando por la calle. El padre creyó erróneamente que este hombre era el entrenador. El padre saltó de entre los arbustos y golpeó al hombre en las rótulas con el bate de béisbol. El hombre, que era hemofílico, murió como resultado de las lesiones sufridas en la golpiza. El padre es",culpable de tentativa de asesinato del entrenador y del asesinato del hombre.,culpable de tentativa de asesinato tanto del entrenador como del hombre.,culpable de tentativa de homicidio culposo (manslaughter) del entrenador y de asesinato del hombre.,culpable de tentativa de agresión contra el entrenador y de asesinato del hombre.,D,A,0.2907,B,0.818
66,"Durante una patrulla de rutina, unos agentes de policía observaron a un conductor hacer un giro en U ilegal. Tras detener el automóvil del conductor, observaron que este metía la mano debajo del asiento del conductor. Le ordenaron salir del automóvil y vieron un paquete de celofán que sobresalía de debajo del asiento. El paquete contenía una sustancia blanca en polvo que los agentes sospecharon que era cocaína. Los agentes arrestaron al conductor y lo colocaron en la parte trasera de su patrulla. Luego procedieron a registrar el resto del automóvil del conductor. En el maletero encontraron un rifle de asalto que más tarde se determinó que era el arma utilizada en el robo de una licorería. Acusado de ese robo, el conductor solicitó la exclusión del rifle de asalto como prueba, con el argumento de que la policía no tenía una orden judicial para registrar el maletero. La mejor teoría que la fiscalía puede utilizar en apoyo de la admisibilidad del rifle de asalto como prueba es que",la policía realizó un registro de automóvil (automobile search).,la policía realizó un registro de inventario (inventory search).,el registro fue incidental a un arresto lícito.,el registro se realizó bajo circunstancias apremiantes (exigent circumstances).,A,C,0.3171,A,0.8487
67,"Existe una ley electoral que va a ser revisada por el tribunal. Si la ley es confirmada, ¿qué debe ser cierto?",La ley es necesaria para lograr un propósito gubernamental imperioso.,La ley está sustancialmente relacionada con un propósito gubernamental importante.,La ley está racionalmente relacionada con un propósito gubernamental legítimo.,La ley está sustancialmente relacionada con un propósito gubernamental legítimo.,A,D,0.3881,D,0.9978
68,"Wilshire Street es una vía pública, designada como calle de sentido único para el tráfico en dirección norte. Wilshire Street y Figueroa Street se cruzan en ángulo recto. La intersección está controlada por semáforos. Un empresario conducía su automóvil hacia el este por Figueroa Street y no vio el semáforo. Entró en la intersección en un momento en que el semáforo estaba en rojo para el tráfico en dirección este y en verde para el tráfico en dirección norte. Una mujer, en violación de la ley, avanzaba hacia el sur por Wilshire Street, y entró en la intersección sin mirar si venía tráfico transversal y chocó contra el automóvil del empresario. El empresario sufrió daños por un monto de $5,000. La mujer, por su parte, sufrió daños por un monto de $1,000. El empresario demandó a la mujer para recuperar sus daños. La mujer negó su responsabilidad y presentó una reconvención contra el empresario por sus daños. Ambos conductores fueron negligentes, con un 30 por ciento de la negligencia atribuible a la mujer y un 70 por ciento de la negligencia atribuible al empresario. Una ley de la jurisdicción dispone: ""La falta de ejercicio del cuidado ordinario que contribuya a lesiones personales o daños a la propiedad no impedirá la recuperación de daños por la parte lesionada, pero los daños se reducirán en proporción a la cantidad de negligencia atribuible a la persona lesionada. No habrá compensación de daños entre las respectivas partes"". ¿Cuál de las siguientes es la sentencia apropiada en el caso?","El empresario recupera $5,000 de la mujer, y la mujer recupera $1,000 del empresario.","El empresario recupera $3,500 de la mujer, y la mujer recupera $300 del empresario.","El empresario recupera $1,500 de la mujer, y la mujer recupera $700 del empresario.","El empresario recupera $800 de la mujer, y la mujer no recupera nada del empresario.",C,D,0.3535,B,0.9806
69,"Un asiento de una sala de cine se desplomó, haciendo que el cliente sentado en ese asiento cayera al suelo y sufriera una lesión en la espalda. En una acción por lesiones personales del cliente contra el cine, lo más probable es que el cliente","obtenga indemnización, porque el cine tenía un deber absoluto de cuidado de hacer que las instalaciones fueran seguras para la protección de sus clientes.","obtenga indemnización, solo si el cine tenía conocimiento previo de la condición peligrosa del asiento.","no obtenga indemnización, porque el cine no tenía obligación alguna de inspeccionar las instalaciones para descubrir peligros desconocidos.","no obtenga indemnización, a menos que el cine no haya realizado una inspección razonable de los asientos para la seguridad de sus clientes.",D,D,0.5327,D,0.5
70,"Un estudiante de derecho contactó a un tutor sobre la posibilidad de contratarlo para que lo ayudara a prepararse para sus próximos exámenes finales. El tutor envió al estudiante una copia de su acuerdo estándar de tutoría. El acuerdo establecía que la tarifa del tutor era de $50 por sesión de una hora. El estudiante llamó entonces por teléfono al tutor y le dijo: ""Este acuerdo me parece bien. Quisiera que me diera 10 sesiones durante los próximos 10 días"". El tutor respondió: ""Está bien. Anote 10 sesiones en el acuerdo, fírmelo y tráigamelo mañana cuando tengamos nuestra primera sesión"". El estudiante dijo entonces: ""Quiero que realmente me exija para dar lo mejor de mí. De hecho, si obtengo una A en cualquier clase, le pagaré $100 adicionales por cada A"". Al día siguiente, el estudiante llevó el acuerdo firmado a la sesión de tutoría. El tutor impartió las 10 sesiones. Dos semanas después, cuando se publicaron los resultados de los exámenes finales, el estudiante llamó emocionado al tutor y exclamó: ""¡Muchísimas gracias! ¡Acabo de enterarme de que recibí dos A y dos B en mis clases!"". El tutor envió entonces al estudiante una factura por $700. Dos días después, el tutor recibió un cheque del estudiante por la cantidad de $500. Junto con el cheque venía una nota que decía: ""Me enseñó muy bien el derecho de los contratos. Ahora sé que no estoy obligado a pagarle los $200 adicionales por las A, porque eso fue solo una promesa gratuita"". En el reverso del cheque, el estudiante escribió a máquina lo siguiente: ""El endoso de este cheque por el beneficiario constituye la renuncia a todas las reclamaciones en mi contra derivadas de nuestro arreglo de tutoría"". Necesitado de dinero, el tutor endosó y cobró el cheque. ¿Cuál es el probable efecto jurídico del endoso del cheque por parte del tutor?",Constituyó la extinción de una reclamación de monto determinado (liquidated claim).,Constituyó un acuerdo y satisfacción (accord and satisfaction) de una reclamación de monto no determinado (unliquidated claim).,El pago parcial de una reclamación de monto determinado no constituiría la extinción del monto total adeudado.,El pago parcial de una reclamación de monto no determinado no constituye contraprestación suficiente para la extinción de la totalidad de la reclamación.,B,B,0.3287,B,0.9957
71,"Un hecho relevante en la demanda de un demandante es la magnitud de una explosión ocurrida una noche en una refinería de petróleo. En el juicio, se le preguntó al demandante en el interrogatorio directo si recordaba la explosión. Él respondió: ""Recuerdo a mi hijo entrando corriendo a la casa y gritando que las ventanillas del automóvil acababan de hacerse añicos"". El hijo estaba disponible para testificar en el juicio. El abogado del demandado presenta una moción para que se elimine la respuesta del demandante. El juez del juicio debería resolver que el testimonio del demandante es","admisible, porque el hijo está disponible como testigo.","admisible, esté o no el hijo disponible como testigo.",inadmisible por ser testimonio de oídas no comprendido en ninguna excepción reconocida.,"inadmisible conforme a la excepción de la declaración espontánea bajo excitación (excited utterance), porque puede ser producto de la reflexión y la deliberación.",B,B,0.2986,D,0.8374
72,"Un hombre tuvo un accidente mientras conducía su automóvil el 3 de julio. El otro conductor le envió una notificación de lesiones y le exigió una indemnización. El hombre notificó a su aseguradora, pero se le informó que su póliza había caducado el 2 de julio. Anteriormente había recibido un aviso de renovación con una factura que indicaba como fecha límite de pago el 28 de junio y como fecha de expiración de la póliza el 2 de julio. El aviso invitaba a pagar por correo y no decía que la renovación estuviera condicionada a la recepción física efectiva del cheque. Él había depositado el cheque y el formulario en el correo de los EE. UU. el 28 de junio, pero la aseguradora no lo recibió hasta el 5 de julio. La aseguradora reinstauró la póliza a partir del 5 de julio, dejando, según la compañía, un vacío de cobertura del 2 de julio al 5 de julio. ¿Es probable que los tribunales sostengan que la póliza seguía vigente el 3 de julio, fecha del accidente?","Sí, porque la prima de renovación se depositó en el buzón antes de la fecha de expiración, y el aviso no decía que el cheque tuviera que recibirse físicamente para que hubiera renovación.","Sí, porque una póliza no puede caducar por falta de pago sin que se envíe un aviso final de caducidad inminente con 30 días de antelación.","No, el hombre sabía que la póliza no se renovaría si no hacía llegar el pago a poder de la aseguradora para la fecha límite del 28 de junio.","No, porque la regla del buzón (mailbox rule) no es aplicable a una situación en la que debe renovarse una póliza de seguro.",A,A,0.4289,A,0.9952
73,"Una mujer obesa se inscribió en un programa de pérdida de peso que prometía una reducción de peso hasta su rango médicamente recomendado. El material promocional afirmaba contar con métodos patentados y suplementos nutricionales que eran un ""descubrimiento milagroso"" que funcionaría para cualquier persona en un plazo de 24 meses. El costo era de $1,000 al mes; la mujer pagó un total de $24,000 durante dos años, pero perdió solo 6 libras y siguió siendo excesivamente obesa. Un exempleado del programa le dijo que no había ninguna patente, ningún descubrimiento milagroso, y que los suplementos eran iguales a los de una marca común de vitaminas. Ella demandó al programa por declaraciones falsas (misrepresentation). ¿Es probable que prevalezca?","No, porque las declaraciones que son meras exageraciones publicitarias (""puffing"") u opiniones no pueden servir de base para una acción por declaraciones falsas.","Sí, porque el programa tenía un deber fiduciario de revelarle plenamente todos los hechos.","No, porque ella no confió de manera justificada en las declaraciones increíbles que se hicieron.","Sí, porque el programa hizo a sabiendas declaraciones falsas sobre hechos en las que la clienta confió.",D,D,0.6138,D,0.9985
74,"Una tarde, una automovilista conducía su automóvil cuando atropelló a un peatón que entró en la intersección. El peatón resultó gravemente herido en el accidente y demandó a la automovilista para obtener una indemnización por lesiones personales. No hubo testigos del accidente. La automovilista afirma que el semáforo estaba en verde cuando ella entró en la intersección. El peatón ahora tiene amnesia y no puede recordar cómo ocurrió el accidente. En el juicio, el abogado del peatón llama a una testigo a declarar. La testigo se propone declarar que ella estaba en la sala de urgencias del hospital cuando el peatón fue llevado allí después del accidente. La testigo declara además que, mientras el peatón era atendido por sus lesiones, la enfermera le preguntó: ""¿Cómo se lastimó?"". El peatón respondió: ""El automóvil se pasó el semáforo en rojo y me golpeó mientras cruzaba la intersección"". Ante la objeción, esta prueba es",admisible como una declaración realizada con fines de tratamiento y diagnóstico médicos.,admisible como una impresión sensorial contemporánea (present sense impression).,"inadmisible, porque la testigo escuchaba a escondidas una comunicación confidencial entre el peatón y una representante del hospital.","inadmisible, porque es testimonio de oídas no comprendido en ninguna excepción reconocida.",D,A,0.4032,A,0.9228
75,"Durante una investigación de un gran jurado federal sobre lavado de dinero, el gobierno requirió mediante citación (subpoena) los registros comerciales y fiscales de un hombre. El hombre invoca su privilegio de la Quinta Enmienda contra la autoincriminación para impedir la presentación de los registros que están en su poder. Lo más probable es que el tribunal","ordene la presentación de los registros, porque la Quinta Enmienda es inaplicable.",ordene una audiencia preliminar para determinar si el hombre tiene fundamentos para invocar la Quinta Enmienda.,"permita al hombre ejercer su privilegio de la Quinta Enmienda, ya que tales registros pueden tener el mismo efecto incriminatorio que un testimonio.",admita los registros conforme a la excepción de registros comerciales a la regla del testimonio de oídas.,A,C,0.3287,B,0.96
76,"Un acusado está siendo juzgado. ¿Cuál de las siguientes situaciones, de producirse, NO causaría una violación del debido proceso en el juicio?",El juicio se conduce de una manera tal que los miembros del jurado no podrían dar a las pruebas una consideración razonable.,Se obliga al acusado a comparecer en el juicio con ropa de calle.,Se obliga al acusado a comparecer en el juicio o en las actuaciones de la fase de determinación de la pena visiblemente engrilletado (salvo que existan razones de seguridad).,Los miembros del jurado son expuestos a influencias favorables a la fiscalía.,B,B,0.3362,D,0.8775
77,"Un vendedor de pescado acordó vender 800 libras de un sushi muy raro a un comprador mayorista. Sin embargo, el vendedor acordó con su socio que, en su lugar, obtendrían 800 libras de pescado blanco y teñirían el pescado blanco con colorantes alimentarios para darle la apariencia del sushi exótico. El sushi verdadero vale alrededor de 10 veces más que el pescado blanco. El comprador había firmado un contrato con el vendedor de pescado para comprar el sushi. El socio del vendedor compró el pescado blanco y lo llevó a la pescadería del vendedor para realizar el proceso de coloración. Cuando los dos hombres estaban mezclando los colorantes, pero antes de añadirlos al pescado, un agente encubierto del FBI que trabajaba en el local y había grabado algunas de sus conversaciones los arrestó por conspiración y tentativa de fraude penal. Los acusados presentaron una moción para desestimar el cargo de tentativa de fraude, argumentando que no habían avanzado lo suficiente para que existiera una tentativa conforme a los principios generales de la tentativa penal. Considerando esos principios, ¿es probable que el tribunal de primera instancia conceda la moción de desestimación del cargo de tentativa?","Sí, porque el derecho de la tentativa exige una acción más sustancial hacia la consumación de los delitos que la que los acusados llevaron a cabo según estos hechos.","Sí, porque el pescado tendría que ser entregado al comprador y el pago recibido de él para que hubiera una tentativa completa.","No, porque el acto de comprar el pescado y llevarlo a las instalaciones del vendedor con la intención delictiva de teñirlo es prueba suficiente de tentativa penal para permitir que el caso llegue al jurado.","No, porque el acuerdo para cometer fraude penal entre los dos coconspiradores, combinado con el acto de mezclar los colorantes, constituyó prueba suficiente de una tentativa de cometer el delito.",A,D,0.3985,D,0.9366
78,"Un empleado de correspondencia domiciliado en el Estado A resbaló y cayó sobre hielo que se había formado cerca del muelle de carga del edificio en el Estado B donde su empleador, del Estado B, arrendaba espacio para su sede central. El edificio era propiedad de una corporación del Estado C, que también lo operaba. Como resultado de la caída, el empleado resultó lesionado y la costosa computadora del empleador que llevaba consigo sufrió graves daños. El empleado demandó al propietario del edificio por negligencia ante un tribunal federal de distrito en el Estado B, reclamando $100,000 por daños derivados de lesiones personales. El empleador ha presentado oportunamente una solicitud de intervención, haciendo valer una reclamación por negligencia de $80,000 contra el propietario del edificio por los daños a su computadora. ¿Es probable que el tribunal conceda la solicitud de intervención del empleador?","No, porque aunque el empleador tiene un interés en la acción del empleado, no es probable que ese interés se vea perjudicado en ausencia del empleador.","No, porque el empleado optó por no incluir al empleador como codemandante en su acción.","Sí, porque el empleador es una parte indispensable.","Sí, porque la reclamación del empleador comparte cuestiones comunes de hecho y de derecho con la acción del empleado.",D,D,0.47,D,0.9747
79,"Un escritor envió una sinopsis de cuatro páginas de una idea para una nueva serie de televisión a un productor de Hollywood. La envió en respuesta a un anuncio que solicitaba nuevas ideas en una publicación del sector. Habló de ella con la asistente del productor en una llamada telefónica y mencionó su expectativa de compensación. Ella dijo: ""Bueno, por supuesto, siempre pagamos por el trabajo de un escritor"". Dijo que la revisaría con su jefe para ver si a él le gustaba. Varios meses después, el escritor vio una convocatoria de casting para una nueva serie. La trama y los personajes eran casi idénticos a los descritos en su sinopsis. Demandó al productor por incumplimiento de contrato. El productor se defendió argumentando que no existía contrato. ¿Cuál es la resolución probable del tribunal?",El tribunal resolverá que existe un contrato expreso porque hubo acuerdo de voluntades y consentimiento mutuo sobre los términos básicos.,El tribunal resolverá que existió un contrato implícito de hecho (implied in fact contract) entre las partes basado en la conducta que manifestaron.,"El tribunal resolverá que no se mencionó específicamente contraprestación alguna y que, en esas circunstancias, el derecho consideraba la sinopsis como un regalo al productor.","Quedaron fuera demasiados términos para que esto fuera un contrato, y era demasiado indefinido para que el tribunal pudiera inferir cuáles podrían haber sido los términos.",B,A,0.495,B,0.9998
